Time,X,Y,Angle,EncoderLeft,EncoderRight,Motor_Left,Motor_Right
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.05363664674673047,0.0,0.0,0.05363664674673047,0.05363664674673047,1.0,1.0
0.1,0.203036844405164,0.0,0.0,0.203036844405164,0.203036844405164,1.0,1.0
0.15000000000000002,0.4207575784962938,0.0,0.0,0.4207575784962938,0.4207575784962938,1.0,1.0
0.2,0.6870533874645075,0.0,0.0,0.6870533874645075,0.6870533874645075,1.0,1.0
0.25,0.9878854870199404,0.0,0.0,0.9878854870199405,0.9878854870199405,1.0,1.0
0.3,1.3132724713705701,0.0,0.0,1.3132724713705703,1.3132724713705703,1.0,1.0
0.35,1.6561176817510825,0.0,0.0,1.6561176817510828,1.6561176817510828,1.0,1.0
0.39999999999999997,2.0113754796331293,0.0,0.0,2.01137547963313,2.01137547963313,1.0,1.0
0.44999999999999996,2.3754584770640608,0.0,0.0,2.3754584770640617,2.3754584770640617,1.0,1.0
0.49999999999999994,2.7458160846089594,0.0,0.0,2.7458160846089603,2.7458160846089603,1.0,1.0
0.5499999999999999,3.1206348640360595,0.0,0.0,3.12063486403606,3.12063486403606,1.0,1.0
0.6,3.498625482701146,0.0,0.0,3.4986254827011454,3.4986254827011454,1.0,1.0
0.65,3.8788712406922388,0.0,0.0,3.8788712406922383,3.8788712406922383,1.0,1.0
0.7000000000000001,4.260720375461951,0.0,0.0,4.260720375461951,4.260720375461951,1.0,1.0
0.7500000000000001,4.643709491723969,0.0,0.0,4.6437094917239685,4.6437094917239685,1.0,1.0
0.8000000000000002,5.027509121035775,0.0,0.0,5.027509121035776,5.027509121035776,1.0,1.0
0.8500000000000002,5.411885015320575,0.0,0.0,5.411885015320575,5.411885015320575,1.0,1.0
0.9000000000000002,5.796670627029648,0.0,0.0,5.796670627029647,5.796670627029647,1.0,1.0
0.9500000000000003,6.181747542870711,0.0,0.0,6.181747542870709,6.181747542870709,1.0,1.0
1.0000000000000002,6.567031572425485,0.0,0.0,6.567031572425484,6.567031572425484,1.0,1.0
1.0500000000000003,6.952462857325093,0.0,0.0,6.952462857325093,6.952462857325093,1.0,1.0
1.1000000000000003,7.337998838993416,0.0,0.0,7.337998838993417,7.337998838993417,1.0,1.0
1.1500000000000004,7.723609258797697,0.0,0.0,7.723609258797698,7.723609258797698,1.0,1.0
1.2000000000000004,8.109272603216107,0.0,0.0,8.109272603216109,8.109272603216109,1.0,1.0
1.2500000000000004,8.494973576394894,0.0,0.0,8.494973576394898,8.494973576394898,1.0,1.0
1.3000000000000005,8.880701303167085,0.0,0.0,8.88070130316709,8.88070130316709,1.0,1.0
1.3500000000000005,9.266448051420527,0.0,0.0,9.266448051420534,9.266448051420534,1.0,1.0
1.4000000000000006,9.652208323717021,0.0,0.0,9.652208323717028,9.652208323717028,1.0,1.0
1.4500000000000006,10.037978211444514,0.0,0.0,10.037978211444521,10.037978211444521,1.0,1.0
1.5000000000000007,10.423754935627121,0.0,0.0,10.423754935627127,10.423754935627127,1.0,1.0
1.5500000000000007,10.80953652044661,0.0,0.0,10.809536520446615,10.809536520446615,1.0,1.0
1.6000000000000008,11.195321561120117,0.0,0.0,11.195321561120124,11.195321561120124,1.0,1.0
1.6500000000000008,11.581109058864024,0.0,0.0,11.581109058864033,11.581109058864033,1.0,1.0
1.7000000000000008,11.96689830355526,0.0,0.0,11.96689830355527,11.96689830355527,1.0,1.0
1.7500000000000009,12.352688790304912,0.0,0.0,12.35268879030492,12.35268879030492,1.0,1.0
1.800000000000001,12.738480160143073,0.0,0.0,12.738480160143078,12.738480160143078,1.0,1.0
1.850000000000001,13.12427215784648,0.0,0.0,13.124272157846486,13.124272157846486,1.0,1.0
1.900000000000001,13.51006460195448,0.0,0.0,13.510064601954488,13.510064601954488,1.0,1.0
1.950000000000001,13.895857363450748,0.0,0.0,13.895857363450755,13.895857363450755,1.0,1.0
2.000000000000001,14.266503534803325,0.008775051190522904,0.018602644654757614,14.281650350606238,14.251573726262276,1.0,0.5
2.0500000000000007,14.608944567248312,0.04007881047584798,0.07041868754636144,14.667443498202694,14.553591062087648,1.0,0.5
2.1000000000000005,14.928491808970668,0.09755651233498316,0.14593014651945888,15.053236759870742,14.817297930807399,1.0,0.5
2.1500000000000004,15.22753850423895,0.18303370621207654,0.23828875966465635,15.439030102642313,15.05376652088651,1.0,0.5
2.2,15.506395679513552,0.2971767756035227,0.3426254956131153,15.824823503077505,15.27086902437473,1.0,0.5
2.25,15.76398528178279,0.4397411065114462,0.4554785319660435,16.21061694451084,15.474202474583405,1.0,0.5
2.3,15.998362696210485,0.6096754439597497,0.5743865548782525,16.596410415093356,15.667746294485253,1.0,0.5
2.3499999999999996,16.207116554755583,0.8051835277656886,0.6975995999822376,16.98220390640058,15.854329805671705,1.0,0.5
2.3999999999999995,16.387677266790497,1.0237834050164354,0.8238734637833802,17.367997412442826,16.035964621565768,1.0,0.5
2.4499999999999993,16.53755511585373,1.2623776034501588,0.9523235326491022,17.753790928961497,16.214080974975147,1.0,0.5
2.499999999999999,16.654522511483115,1.517335923999174,1.082320856988498,18.13958445292877,16.389695744123486,1.0,0.5
2.549999999999999,16.747578827964674,1.7969526343963067,1.1948156165965678,18.52537798219192,16.593608541469802,1.0,1.0
2.5999999999999988,16.829221840319608,2.107379026537434,1.2748791214848305,18.911171515220367,16.8499559659005,1.0,1.0
2.6499999999999986,16.90055940487468,2.439534153829854,1.331803304870017,19.2969650509259,17.143714884403085,1.0,1.0
2.6999999999999984,16.963440922955993,2.786940333242653,1.3722757106008507,19.682758588534803,17.4640729225949,1.0,1.0
2.7499999999999982,17.019741615888876,3.1450606218991544,1.4010511014493645,20.068552127496986,17.803342613095566,1.0,1.0
2.799999999999998,17.071077114615978,3.510722709709104,1.4215100562244176,20.45434566742133,18.156058259598883,1.0,1.0
2.849999999999998,17.11873821873418,3.8817048425907617,1.4360561255616233,20.840139208029765,18.51833381815392,1.0,1.0
2.8999999999999977,17.163714196089852,4.256446839386259,1.4463982048852844,21.225932749124574,18.887406358524046,1.0,1.0
2.9499999999999975,17.20674442794458,4.633850132763722,1.4537512981682457,21.611726290565183,19.261311470736334,1.0,1.0
2.9999999999999973,17.248372762679825,5.013139375582872,1.458979258536354,21.997519832251662,19.63865248306503,1.0,1.0
3.049999999999997,17.296053431903363,5.377782703525328,1.4440936304566263,22.353236749768982,20.01843637880974,0.5,1.0
3.099999999999997,17.362396426933074,5.713017902329627,1.394920341382234,22.65525447998347,20.39995713510978,0.5,1.0
3.149999999999997,17.451910345495207,6.023533900925323,1.3212878484017294,22.918961629109113,20.78271277825251,0.5,1.0
3.1999999999999966,17.566882967702025,6.311367655214063,1.2302651573459555,23.155430418553422,21.166346411001015,0.5,1.0
3.2499999999999964,17.708160940568604,6.576641376145393,1.1268782458413902,23.372533063787888,21.550604283737492,0.5,1.0
3.2999999999999963,17.875492379885618,6.818214043079432,1.0147005231773067,23.575866614776427,21.935305983553516,0.5,1.0
3.349999999999996,18.067700581059988,7.0341835841322435,0.8962726401280724,23.769410506331536,22.320323239053756,0.5,1.0
3.399999999999996,18.28279722843164,7.222273820149206,0.7734009686580376,23.955994068462594,22.705564850827972,0.5,1.0
3.4499999999999957,18.518080320653752,7.380132067906001,0.6473698173807718,24.13762892057765,23.090965977198767,0.5,1.0
3.4999999999999956,18.770233230130533,7.5055563092356845,0.5190923141832445,24.31574529973972,23.476480516517952,0.5,1.0
3.5499999999999954,19.035428921928105,7.596666061393743,0.38921768194627426,24.491360087197915,23.862075691071396,0.5,1.0
3.599999999999995,19.32281391151954,7.661577290829098,0.2768101549387274,24.69527289756231,24.247728196300905,1.0,1.0
3.649999999999995,19.639744397870444,7.712105606592497,0.19680867137411603,24.95162033124871,24.633421462947506,1.0,1.0
3.699999999999995,19.977290332534647,7.750245561240993,0.13992858439972541,25.245379256331983,25.01914371046854,1.0,1.0
3.7499999999999947,20.3291858361539,7.778473727840618,0.09948753068349914,25.565737299202596,25.4048865630407,1.0,1.0
3.7999999999999945,20.69109929346682,7.799101646702581,0.07073443073808156,25.905006993029826,25.79064406555493,1.0,1.0
3.8499999999999943,21.060031856535858,7.814048480831786,0.050291324525459355,26.257722641898283,26.17641198400074,1.0,1.0
3.899999999999994,21.4338988892853,7.824816800187587,0.03575652332440982,26.6199982021349,26.562187308047893,1.0,1.0
3.949999999999994,21.811244625582223,7.832544162424687,0.025422455509236434,26.989070743700616,26.94796789738802,1.0,1.0
3.999999999999994,22.191048218928106,7.838074145997426,0.01807505831188834,27.362975856762954,27.333752230287736,1.0,1.0
4.049999999999994,22.57259133444136,7.8420240276626565,0.01285114779174119,27.740316869696024,27.719539224813044,1.0,1.0
4.099999999999993,22.955367132058054,7.844841500170766,0.009137010609617255,28.12010076587044,28.105328111721946,1.0,1.0
4.149999999999993,23.339017258755966,7.846849312830952,0.006496304005927722,28.50162152247599,28.49111834409268,1.0,1.0
4.199999999999993,23.723287956987757,7.848279179308357,0.0046187935573820576,28.88437716583594,28.876909533070513,1.0,1.0
4.249999999999993,24.10799933245212,7.849296977417289,0.003283906342167386,29.268010798738878,29.26270140218441,1.0,1.0
4.299999999999993,24.493023749292824,7.850021216047194,0.0023348176813165963,29.65226867158516,29.648493754866827,1.0,1.0
4.3499999999999925,24.878270595485954,7.850536442413357,0.001660027125313943,30.036970371479235,30.03428645136061,1.0,1.0
4.399999999999992,25.263675515720816,7.8509029144934654,0.0011802592034612055,30.421987627034984,30.420079392300117,1.0,1.0
4.449999999999992,25.64919278898329,7.851163548722562,0.0008391500151488758,30.807229238848663,30.805872507037574,1.0,1.0
4.499999999999992,26.03478992582391,7.851348895434023,0.0005966255089214494,31.192630365247503,31.19166574534326,1.0,1.0
4.549999999999992,26.420443835564292,7.8514806943805855,0.0004241935190009278,31.57814490458663,31.577459071504478,1.0,1.0
4.599999999999992,26.806138105528035,7.851574411783525,0.00030159646021106577,31.96374007915426,31.963252460129915,1.0,1.0
4.6499999999999915,27.191861068785325,7.851641048751048,0.00021443143456330158,32.34939258439386,32.349045893166654,1.0,1.0
4.699999999999991,27.577604431445565,7.851688429370323,0.00015245815583075022,32.735085851047636,32.73483935777928,1.0,1.0
4.749999999999991,27.963362297237087,7.851722117702159,0.00010839590439076671,33.12080809857378,33.120632844842,1.0,1.0
4.799999999999991,28.34913047427746,7.8517460703479705,7.706817667222942e-05,33.50655095114956,33.50642634786644,1.0,1.0
4.849999999999991,28.73490598233833,7.8517631007176565,5.479454126023263e-05,33.89230845366637,33.8922198622395,1.0,1.0
4.899999999999991,29.12068670258889,7.851775209270423,3.895825594375073e-05,34.278076372114015,34.27801338468127,1.0,1.0
4.94999999999999,29.506471128604243,7.851783818388841,2.7698848667569513e-05,34.663851696162475,34.6638069128598,1.0,1.0
4.99999999999999,29.892258189353804,7.851789939410291,1.9693546308004395e-05,35.04963228550351,35.0496004451171,1.0,1.0
